,Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17
190,Typhoid,chills,vomiting,fatigue,high fever,headache,nausea,constipation,abdominal pain,diarrhoea,toxic look (typhos),belly pain,0,0,0,0,0,0
191,Acne,pus filled pimples,blackheads,scurring,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,Varicose veins,fatigue,cramps,obesity,swollen legs,swollen blood vessels,prominent veins on calf,0,0,0,0,0,0,0,0,0,0,0
193,Pneumonia,chills,fatigue,cough,high fever,breathlessness,sweating,malaise,phlegm,chest pain,fast heart rate,rusty sputum,0,0,0,0,0,0
194,Hepatitis E,joint pain,vomiting,fatigue,high fever,yellowish skin,dark urine,nausea,loss of appetite,abdominal pain,yellowing of eyes,acute liver failure,coma,stomach bleeding,0,0,0,0
195,Chicken pox,itching,skin rash,fatigue,lethargy,high fever,headache,loss of appetite,mild fever,swelled lymph nodes,malaise,red spots over body,0,0,0,0,0,0
196,Fungal infection,itching,skin rash,nodal skin eruptions,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,Cervical spondylosis,back pain,weakness in limbs,neck pain,dizziness,loss of balance,0,0,0,0,0,0,0,0,0,0,0,0
198,Hepatitis B,fatigue,lethargy,yellowish skin,dark urine,loss of appetite,abdominal pain,yellow urine,yellowing of eyes,malaise,receiving blood transfusion,receiving unsterile injections,0,0,0,0,0,0
199,Osteoarthristis,joint pain,neck pain,knee pain,hip joint pain,swelling joints,painful walking,0,0,0,0,0,0,0,0,0,0,0
200,Gastroenteritis,vomiting,sunken eyes,dehydration,diarrhoea,0,0,0,0,0,0,0,0,0,0,0,0,0
201,hepatitis A,joint pain,vomiting,yellowish skin,dark urine,nausea,loss of appetite,abdominal pain,diarrhoea,mild fever,yellowing of eyes,muscle pain,0,0,0,0,0,0
202,Varicose veins,cramps,bruising,obesity,swollen legs,swollen blood vessels,prominent veins on calf,0,0,0,0,0,0,0,0,0,0,0
203,Dengue,skin rash,chills,joint pain,vomiting,fatigue,high fever,headache,nausea,loss of appetite,pain behind the eyes,back pain,malaise,muscle pain,red spots over body,0,0,0
204,Fungal infection,itching,skin rash,nodal skin eruptions,dischromic  patches,0,0,0,0,0,0,0,0,0,0,0,0,0
205,(vertigo) Paroymsal  Positional Vertigo,vomiting,nausea,spinning movements,loss of balance,unsteadiness,0,0,0,0,0,0,0,0,0,0,0,0
206,GERD,stomach pain,acidity,ulcers on tongue,vomiting,cough,chest pain,0,0,0,0,0,0,0,0,0,0,0
207,Allergy,continuous sneezing,shivering,chills,watering from eyes,0,0,0,0,0,0,0,0,0,0,0,0,0
208,Chronic cholestasis,itching,vomiting,yellowish skin,nausea,loss of appetite,abdominal pain,yellowing of eyes,0,0,0,0,0,0,0,0,0,0
209,Chicken pox,itching,skin rash,fatigue,lethargy,high fever,headache,loss of appetite,mild fever,swelled lymph nodes,malaise,red spots over body,0,0,0,0,0,0
210,Hepatitis B,itching,fatigue,lethargy,yellowish skin,dark urine,loss of appetite,abdominal pain,yellow urine,yellowing of eyes,malaise,receiving blood transfusion,receiving unsterile injections,0,0,0,0,0
211,Osteoarthristis,joint pain,neck pain,knee pain,swelling joints,painful walking,0,0,0,0,0,0,0,0,0,0,0,0
212,Heart attack,vomiting,breathlessness,sweating,chest pain,0,0,0,0,0,0,0,0,0,0,0,0,0
213,Dimorphic hemmorhoids(piles),constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,0,0,0,0,0,0,0,0,0,0,0,0
214,Gastroenteritis,vomiting,sunken eyes,dehydration,diarrhoea,0,0,0,0,0,0,0,0,0,0,0,0,0
215,Jaundice,itching,vomiting,fatigue,weight loss,high fever,yellowish skin,dark urine,0,0,0,0,0,0,0,0,0,0
216,Malaria,chills,vomiting,high fever,sweating,headache,nausea,diarrhoea,muscle pain,0,0,0,0,0,0,0,0,0
217,Heart attack,breathlessness,sweating,chest pain,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,Chronic cholestasis,itching,vomiting,yellowish skin,nausea,loss of appetite,yellowing of eyes,0,0,0,0,0,0,0,0,0,0,0
219,Hepatitis D,joint pain,vomiting,fatigue,yellowish skin,dark urine,nausea,loss of appetite,abdominal pain,yellowing of eyes,0,0,0,0,0,0,0,0
220,Dengue,skin rash,chills,joint pain,vomiting,fatigue,headache,nausea,loss of appetite,pain behind the eyes,back pain,malaise,muscle pain,red spots over body,0,0,0,0
221,Alcoholic hepatitis,vomiting,yellowish skin,abdominal pain,swelling of stomach,distention of abdomen,history of alcohol consumption,fluid overload,0,0,0,0,0,0,0,0,0,0
222,Alcoholic hepatitis,vomiting,yellowish skin,abdominal pain,swelling of stomach,distention of abdomen,history of alcohol consumption,0,0,0,0,0,0,0,0,0,0,0
223,Hypertension,headache,chest pain,dizziness,loss of balance,lack of concentration,0,0,0,0,0,0,0,0,0,0,0,0
224,Paralysis (brain hemorrhage),vomiting,headache,weakness of one body side,altered sensorium,0,0,0,0,0,0,0,0,0,0,0,0,0
225,hepatitis A,joint pain,vomiting,yellowish skin,nausea,loss of appetite,abdominal pain,diarrhoea,mild fever,yellowing of eyes,muscle pain,0,0,0,0,0,0,0
226,Chicken pox,itching,skin rash,fatigue,lethargy,high fever,headache,loss of appetite,mild fever,swelled lymph nodes,malaise,red spots over body,0,0,0,0,0,0
227,Gastroenteritis,sunken eyes,dehydration,diarrhoea,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,Hypothyroidism,fatigue,weight gain,cold hands and feets,mood swings,lethargy,dizziness,puffy face and eyes,enlarged thyroid,brittle nails,swollen extremeties,depression,irritability,abnormal menstruation,0,0,0,0
229,Psoriasis,skin rash,joint pain,skin peeling,silver like dusting,small dents in nails,inflammatory nails,0,0,0,0,0,0,0,0,0,0,0
230,Arthritis,muscle weakness,stiff neck,swelling joints,movement stiffness,painful walking,0,0,0,0,0,0,0,0,0,0,0,0
231,Dimorphic hemmorhoids(piles),constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,0,0,0,0,0,0,0,0,0,0,0,0
232,Typhoid,chills,vomiting,fatigue,high fever,headache,nausea,constipation,abdominal pain,diarrhoea,toxic look (typhos),belly pain,0,0,0,0,0,0
233,Pneumonia,chills,fatigue,cough,high fever,breathlessness,sweating,malaise,chest pain,fast heart rate,rusty sputum,0,0,0,0,0,0,0
234,Psoriasis,skin rash,joint pain,skin peeling,small dents in nails,inflammatory nails,0,0,0,0,0,0,0,0,0,0,0,0
235,Drug Reaction,itching,skin rash,stomach pain,burning micturition,spotting  urination,0,0,0,0,0,0,0,0,0,0,0,0
236,Osteoarthristis,joint pain,neck pain,knee pain,hip joint pain,swelling joints,painful walking,0,0,0,0,0,0,0,0,0,0,0
237,Bronchial Asthma,fatigue,cough,high fever,breathlessness,family history,mucoid sputum,0,0,0,0,0,0,0,0,0,0,0
238,Diabetes,fatigue,weight loss,lethargy,irregular sugar level,blurred and distorted vision,obesity,excessive hunger,increased appetite,polyuria,0,0,0,0,0,0,0,0
239,Arthritis,muscle weakness,stiff neck,swelling joints,painful walking,0,0,0,0,0,0,0,0,0,0,0,0,0
240,Common Cold,continuous sneezing,chills,fatigue,cough,high fever,swelled lymph nodes,malaise,phlegm,throat irritation,redness of eyes,sinus pressure,runny nose,congestion,chest pain,loss of smell,muscle pain,0
241,Hepatitis C,fatigue,yellowish skin,nausea,loss of appetite,yellowing of eyes,family history,0,0,0,0,0,0,0,0,0,0,0
242,Allergy,continuous sneezing,shivering,watering from eyes,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,Varicose veins,fatigue,cramps,bruising,obesity,swollen legs,swollen blood vessels,prominent veins on calf,0,0,0,0,0,0,0,0,0,0
244,Paralysis (brain hemorrhage),vomiting,headache,altered sensorium,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,Tuberculosis,chills,fatigue,weight loss,cough,high fever,breathlessness,sweating,loss of appetite,mild fever,yellowing of eyes,swelled lymph nodes,malaise,phlegm,chest pain,blood in sputum,0,0
246,Tuberculosis,chills,vomiting,fatigue,weight loss,cough,high fever,breathlessness,sweating,loss of appetite,mild fever,yellowing of eyes,swelled lymph nodes,malaise,phlegm,chest pain,blood in sputum,0
247,Chronic cholestasis,itching,vomiting,yellowish skin,nausea,loss of appetite,abdominal pain,yellowing of eyes,0,0,0,0,0,0,0,0,0,0
248,Paralysis (brain hemorrhage),headache,weakness of one body side,altered sensorium,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,Heart attack,vomiting,breathlessness,sweating,chest pain,0,0,0,0,0,0,0,0,0,0,0,0,0
250,Hepatitis B,itching,fatigue,lethargy,yellowish skin,dark urine,abdominal pain,yellow urine,yellowing of eyes,malaise,receiving blood transfusion,receiving unsterile injections,0,0,0,0,0,0
251,Hepatitis E,joint pain,vomiting,fatigue,high fever,yellowish skin,dark urine,nausea,loss of appetite,abdominal pain,yellowing of eyes,acute liver failure,coma,stomach bleeding,0,0,0,0
252,Dimorphic hemmorhoids(piles),constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,0,0,0,0,0,0,0,0,0,0,0,0
253,Dengue,skin rash,chills,joint pain,vomiting,fatigue,high fever,headache,nausea,loss of appetite,pain behind the eyes,back pain,malaise,muscle pain,red spots over body,0,0,0
254,Impetigo,skin rash,high fever,blister,red sore around nose,yellow crust ooze,0,0,0,0,0,0,0,0,0,0,0,0
255,Pneumonia,chills,fatigue,cough,high fever,breathlessness,sweating,malaise,phlegm,chest pain,fast heart rate,rusty sputum,0,0,0,0,0,0
256,Dimorphic hemmorhoids(piles),constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,0,0,0,0,0,0,0,0,0,0,0,0
257,Common Cold,continuous sneezing,chills,fatigue,cough,high fever,headache,swelled lymph nodes,malaise,phlegm,throat irritation,redness of eyes,sinus pressure,runny nose,congestion,chest pain,loss of smell,muscle pain
258,Common Cold,continuous sneezing,chills,fatigue,cough,high fever,headache,swelled lymph nodes,malaise,phlegm,throat irritation,redness of eyes,sinus pressure,runny nose,congestion,chest pain,loss of smell,muscle pain
259,AIDS,muscle wasting,patches in throat,high fever,extra marital contacts,0,0,0,0,0,0,0,0,0,0,0,0,0
260,Heart attack,vomiting,breathlessness,sweating,chest pain,0,0,0,0,0,0,0,0,0,0,0,0,0
261,Common Cold,continuous sneezing,chills,cough,high fever,headache,swelled lymph nodes,malaise,phlegm,throat irritation,redness of eyes,sinus pressure,runny nose,congestion,chest pain,loss of smell,muscle pain,0
262,Common Cold,continuous sneezing,chills,fatigue,cough,headache,swelled lymph nodes,malaise,phlegm,throat irritation,redness of eyes,sinus pressure,runny nose,congestion,chest pain,loss of smell,muscle pain,0
263,Drug Reaction,itching,skin rash,stomach pain,burning micturition,spotting  urination,0,0,0,0,0,0,0,0,0,0,0,0
264,(vertigo) Paroymsal  Positional Vertigo,vomiting,headache,nausea,spinning movements,unsteadiness,0,0,0,0,0,0,0,0,0,0,0,0
265,Hypothyroidism,weight gain,cold hands and feets,mood swings,lethargy,dizziness,puffy face and eyes,enlarged thyroid,brittle nails,swollen extremeties,depression,irritability,abnormal menstruation,0,0,0,0,0
266,Common Cold,continuous sneezing,chills,fatigue,cough,high fever,headache,swelled lymph nodes,malaise,phlegm,throat irritation,redness of eyes,sinus pressure,runny nose,congestion,chest pain,loss of smell,muscle pain
267,Chicken pox,itching,skin rash,fatigue,lethargy,high fever,headache,loss of appetite,mild fever,swelled lymph nodes,malaise,red spots over body,0,0,0,0,0,0
268,Dimorphic hemmorhoids(piles),pain during bowel movements,pain in anal region,bloody stool,irritation in anus,0,0,0,0,0,0,0,0,0,0,0,0,0
269,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,nausea,blurred and distorted vision,excessive hunger,drying and tingling lips,slurred speech,irritability,palpitations,0,0,0,0,0
270,Hypothyroidism,fatigue,weight gain,cold hands and feets,mood swings,lethargy,dizziness,puffy face and eyes,enlarged thyroid,brittle nails,swollen extremeties,depression,irritability,abnormal menstruation,0,0,0,0
271,Arthritis,muscle weakness,stiff neck,movement stiffness,painful walking,0,0,0,0,0,0,0,0,0,0,0,0,0
272,Malaria,chills,vomiting,high fever,sweating,headache,nausea,diarrhoea,muscle pain,0,0,0,0,0,0,0,0,0
273,Typhoid,chills,vomiting,fatigue,high fever,headache,nausea,constipation,abdominal pain,diarrhoea,toxic look (typhos),belly pain,0,0,0,0,0,0
274,Hypothyroidism,fatigue,weight gain,cold hands and feets,mood swings,lethargy,dizziness,puffy face and eyes,enlarged thyroid,brittle nails,swollen extremeties,depression,irritability,abnormal menstruation,0,0,0,0
275,GERD,stomach pain,ulcers on tongue,vomiting,cough,chest pain,0,0,0,0,0,0,0,0,0,0,0,0
276,Migraine,acidity,indigestion,headache,blurred and distorted vision,excessive hunger,stiff neck,depression,irritability,visual disturbances,0,0,0,0,0,0,0,0
277,Impetigo,skin rash,high fever,blister,red sore around nose,yellow crust ooze,0,0,0,0,0,0,0,0,0,0,0,0
278,Pneumonia,chills,fatigue,cough,high fever,breathlessness,sweating,malaise,phlegm,chest pain,fast heart rate,rusty sputum,0,0,0,0,0,0
279,AIDS,muscle wasting,high fever,extra marital contacts,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,Typhoid,chills,vomiting,fatigue,high fever,headache,nausea,constipation,abdominal pain,diarrhoea,toxic look (typhos),belly pain,0,0,0,0,0,0
281,Hyperthyroidism,fatigue,mood swings,restlessness,sweating,diarrhoea,fast heart rate,excessive hunger,muscle weakness,irritability,abnormal menstruation,0,0,0,0,0,0,0
282,hepatitis A,vomiting,yellowish skin,dark urine,nausea,loss of appetite,abdominal pain,diarrhoea,mild fever,yellowing of eyes,muscle pain,0,0,0,0,0,0,0
283,Psoriasis,skin rash,joint pain,silver like dusting,small dents in nails,inflammatory nails,0,0,0,0,0,0,0,0,0,0,0,0
284,Hyperthyroidism,fatigue,mood swings,restlessness,sweating,diarrhoea,fast heart rate,excessive hunger,muscle weakness,irritability,abnormal menstruation,0,0,0,0,0,0,0
285,Peptic ulcer diseae,vomiting,indigestion,loss of appetite,abdominal pain,passage of gases,0,0,0,0,0,0,0,0,0,0,0,0
286,Bronchial Asthma,fatigue,cough,high fever,breathlessness,family history,mucoid sputum,0,0,0,0,0,0,0,0,0,0,0
287,Tuberculosis,vomiting,fatigue,weight loss,cough,high fever,breathlessness,sweating,loss of appetite,mild fever,yellowing of eyes,swelled lymph nodes,malaise,phlegm,chest pain,blood in sputum,0,0
288,Diabetes,fatigue,weight loss,restlessness,lethargy,irregular sugar level,blurred and distorted vision,obesity,excessive hunger,increased appetite,polyuria,0,0,0,0,0,0,0
289,Peptic ulcer diseae,vomiting,indigestion,loss of appetite,abdominal pain,passage of gases,internal itching,0,0,0,0,0,0,0,0,0,0,0
290,GERD,acidity,ulcers on tongue,vomiting,cough,chest pain,0,0,0,0,0,0,0,0,0,0,0,0
291,Dengue,chills,joint pain,vomiting,fatigue,high fever,headache,nausea,loss of appetite,pain behind the eyes,back pain,malaise,muscle pain,red spots over body,0,0,0,0
292,Hepatitis E,joint pain,vomiting,fatigue,high fever,yellowish skin,dark urine,nausea,loss of appetite,abdominal pain,yellowing of eyes,acute liver failure,coma,stomach bleeding,0,0,0,0
293,hepatitis A,joint pain,vomiting,yellowish skin,dark urine,nausea,loss of appetite,abdominal pain,diarrhoea,mild fever,yellowing of eyes,muscle pain,0,0,0,0,0,0
294,Fungal infection,itching,nodal skin eruptions,dischromic  patches,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,Dengue,skin rash,chills,joint pain,vomiting,fatigue,high fever,headache,nausea,loss of appetite,pain behind the eyes,back pain,malaise,muscle pain,red spots over body,0,0,0
296,Hepatitis B,itching,fatigue,yellowish skin,dark urine,loss of appetite,abdominal pain,yellow urine,yellowing of eyes,malaise,receiving blood transfusion,receiving unsterile injections,0,0,0,0,0,0
297,Drug Reaction,itching,skin rash,stomach pain,burning micturition,spotting  urination,0,0,0,0,0,0,0,0,0,0,0,0
298,AIDS,muscle wasting,patches in throat,high fever,extra marital contacts,0,0,0,0,0,0,0,0,0,0,0,0,0
299,Fungal infection,skin rash,nodal skin eruptions,dischromic  patches,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,Tuberculosis,chills,vomiting,weight loss,cough,high fever,breathlessness,sweating,loss of appetite,mild fever,yellowing of eyes,swelled lymph nodes,malaise,phlegm,chest pain,blood in sputum,0,0
301,Bronchial Asthma,cough,high fever,breathlessness,family history,mucoid sputum,0,0,0,0,0,0,0,0,0,0,0,0
302,Impetigo,skin rash,high fever,blister,red sore around nose,yellow crust ooze,0,0,0,0,0,0,0,0,0,0,0,0
303,Hepatitis E,joint pain,vomiting,fatigue,high fever,yellowish skin,dark urine,nausea,loss of appetite,abdominal pain,yellowing of eyes,acute liver failure,coma,stomach bleeding,0,0,0,0
304,Psoriasis,skin rash,joint pain,skin peeling,silver like dusting,small dents in nails,inflammatory nails,0,0,0,0,0,0,0,0,0,0,0
305,Hepatitis B,itching,fatigue,yellowish skin,dark urine,loss of appetite,abdominal pain,yellow urine,yellowing of eyes,malaise,receiving blood transfusion,receiving unsterile injections,0,0,0,0,0,0
306,Hypertension,headache,chest pain,dizziness,loss of balance,lack of concentration,0,0,0,0,0,0,0,0,0,0,0,0
307,Osteoarthristis,neck pain,knee pain,hip joint pain,swelling joints,painful walking,0,0,0,0,0,0,0,0,0,0,0,0
308,GERD,stomach pain,acidity,ulcers on tongue,vomiting,cough,chest pain,0,0,0,0,0,0,0,0,0,0,0
309,Paralysis (brain hemorrhage),vomiting,headache,weakness of one body side,altered sensorium,0,0,0,0,0,0,0,0,0,0,0,0,0
310,Hepatitis C,fatigue,yellowish skin,nausea,loss of appetite,yellowing of eyes,family history,0,0,0,0,0,0,0,0,0,0,0
311,Fungal infection,itching,skin rash,dischromic  patches,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,Peptic ulcer diseae,vomiting,indigestion,loss of appetite,abdominal pain,passage of gases,internal itching,0,0,0,0,0,0,0,0,0,0,0
313,AIDS,muscle wasting,patches in throat,high fever,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,Hypoglycemia,vomiting,fatigue,anxiety,sweating,headache,blurred and distorted vision,excessive hunger,drying and tingling lips,slurred speech,irritability,palpitations,0,0,0,0,0,0
315,Cervical spondylosis,back pain,weakness in limbs,neck pain,dizziness,loss of balance,0,0,0,0,0,0,0,0,0,0,0,0
316,Bronchial Asthma,fatigue,cough,high fever,family history,mucoid sputum,0,0,0,0,0,0,0,0,0,0,0,0
317,Hepatitis C,fatigue,yellowish skin,loss of appetite,yellowing of eyes,family history,0,0,0,0,0,0,0,0,0,0,0,0
318,Dimorphic hemmorhoids(piles),constipation,pain during bowel movements,pain in anal region,bloody stool,irritation in anus,0,0,0,0,0,0,0,0,0,0,0,0
319,Fungal infection,skin rash,nodal skin eruptions,dischromic  patches,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,hepatitis A,joint pain,vomiting,yellowish skin,dark urine,nausea,loss of appetite,abdominal pain,diarrhoea,mild fever,yellowing of eyes,muscle pain,0,0,0,0,0,0
321,Hepatitis E,joint pain,vomiting,fatigue,high fever,yellowish skin,dark urine,nausea,loss of appetite,abdominal pain,yellowing of eyes,acute liver failure,coma,stomach bleeding,0,0,0,0
322,Migraine,acidity,indigestion,headache,blurred and distorted vision,excessive hunger,stiff neck,depression,irritability,visual disturbances,0,0,0,0,0,0,0,0
323,GERD,stomach pain,acidity,ulcers on tongue,cough,chest pain,0,0,0,0,0,0,0,0,0,0,0,0
324,Urinary tract infection,burning micturition,bladder discomfort,foul smell of urine,continuous feel of urine,0,0,0,0,0,0,0,0,0,0,0,0,0
